genres,release_date,id,item_id,playtime_forever
"['Action', 'Casual']",2010-11-18,62000.0,413150,3053
"['RPG', 'Simulation', 'Strategy']",2010-11-18,33570.0,220,400
"['Action', 'Casual', 'Indie']",2010-11-02,63700.0,340,45
"['Simulation', 'Strategy']",2010-11-02,46362.0,320,681
['Casual'],2010-11-02,49320.0,360,0
"['Adventure', 'Indie']",2010-11-18,72400.0,380,0
['Strategy'],2010-11-02,42964.0,240,391
['Action'],2010-11-02,43011.0,4000,15778
['Action'],2010-11-05,33980.0,6880,0
['Casual'],2009-10-01,65710.0,4560,0
['Adventure'],2010-11-03,33990.0,228200,180
"['Casual', 'Indie']",2007-04-05,33950.0,420,0
"['Strategy', 'Indie']",2010-11-02,65400.0,9450,2
['Action'],2010-11-09,42700.0,17470,0
"['Indie', 'Casual']",2010-11-09,38923.0,24740,0
"['Casual', 'Indie']",2010-12-02,72500.0,1250,170
"['Action', 'Adventure', 'Strategy']",2010-12-20,15740.0,35420,53
"['Indie', 'Casual']",2010-11-09,38924.0,24800,0
"['Action', 'Adventure', 'Strategy']",2010-12-20,15750.0,8190,8348
"['Casual', 'Indie']",2010-12-23,45500.0,28000,224
['Adventure'],2010-12-23,31290.0,17410,0
['Action'],2002-05-21,12100.0,35130,0
['Action'],2005-06-06,12120.0,12210,10
"['Action', 'Adventure']",2011-01-07,35135.0,12220,1591
"['Action', 'Adventure']",2011-01-07,35137.0,56400,1330
"['Action', 'Adventure']",2011-01-07,35138.0,91900,301
"['Action', 'Adventure']",2011-01-07,35136.0,400,281
['Action'],2003-05-13,12110.0,620,1532
"['Action', 'Indie']",2011-01-12,33390.0,33910,302
"['Action', 'Indie']",2011-01-20,92300.0,33930,2745
"['Action', 'Indie', 'Strategy']",2011-01-20,80000.0,219540,266
['Action'],2011-01-25,47780.0,6910,0
"['Adventure', 'Casual']",2011-01-19,51060.0,24240,155
['Adventure'],2011-01-20,65080.0,110800,2376
"['Action', 'Strategy', 'Indie', 'Sports']",2011-01-24,63200.0,55230,3373
"['Action', 'Adventure', 'Casual']",2011-01-25,60340.0,35000,0
['Action'],2011-01-26,71116.0,6920,0
['RPG'],2011-01-26,71161.0,6870,0
['RPG'],2011-01-26,71119.0,6900,0
['RPG'],2011-01-26,71118.0,211600,16
['Action'],2011-01-26,71117.0,200260,960
['Adventure'],2011-01-26,71166.0,108800,0
['Action'],2011-01-26,71165.0,202170,1115
"['Action', 'Adventure']",2011-01-26,71163.0,24010,116
['Action'],2011-01-26,71164.0,220260,925
['RPG'],2011-01-26,71160.0,205790,0
['RPG'],2011-01-26,71120.0,223470,0
['Simulation'],2009-06-02,47890.0,6850,0
['Simulation'],2011-01-26,48802.0,227300,5611
['Simulation'],2010-09-07,47896.0,105430,42
['Simulation'],2009-11-17,47892.0,230410,2
['Simulation'],2010-10-26,47894.0,209870,123
['Simulation'],2010-06-02,47893.0,250420,0
['Simulation'],2010-02-02,47895.0,250600,33
"['Casual', 'Indie']",2011-01-27,42000.0,265630,0
['Casual'],2011-01-28,47570.0,223750,1
['Simulation'],2011-02-01,47897.0,224580,0
"['Action', 'Casual', 'Indie']",2011-01-31,57700.0,233720,383
"['Adventure', 'Casual']",2011-02-02,63660.0,234710,157
['Strategy'],2011-02-01,90504.0,220200,11821
['RPG'],2011-02-03,7520.0,65930,271
['Casual'],2011-02-08,99200.0,231430,1845
['Racing'],Feb 2011,9930.0,107410,9098
['RPG'],2011-02-03,24449.0,244850,9387
"['Strategy', 'Indie', 'Simulation']",2011-02-11,41814.0,242940,0
['Strategy'],2011-02-09,42925.0,218620,3856
"['RPG', 'Strategy']",2011-02-10,57650.0,206420,2121
"['Indie', 'Strategy']",2011-02-14,40407.0,47790,0
['RPG'],2011-01-11,33770.0,47830,0
['Strategy'],2011-03-08,47800.0,255220,0
"['Casual', 'Strategy']",2011-03-11,18408.0,242980,0
"['Action', 'Indie']",2011-02-28,63710.0,15320,0
['Action'],2011-03-14,55100.0,238010,1766
"['Casual', 'Indie', 'Simulation', 'Strategy']",2011-02-28,80200.0,221910,121
['Indie'],2011-02-28,92400.0,263760,158
['Strategy'],2011-02-28,56435.0,233150,188
['Strategy'],2011-02-28,56433.0,550,172
['Strategy'],2011-02-28,56432.0,223530,0
['Strategy'],2011-02-28,56431.0,274190,890
"['Free to Play', 'Massively Multiplayer', 'RPG']",2013-10-24,39120.0,222880,0
['Strategy'],2011-02-28,56437.0,258180,0
"['Indie', 'Casual']",2011-03-01,94000.0,287980,1024
['Strategy'],2011-02-28,56434.0,310380,0
['Action'],2011-04-05,92700.0,313160,1707
['Simulation'],2011-04-05,73012.0,314160,1438
['Simulation'],2011-04-05,48803.0,730,1535
['Strategy'],2011-04-06,56536.0,271590,26654
['Racing'],2011-04-08,44620.0,346010,678
"['Action', 'Indie', 'Strategy']",2011-04-08,91200.0,377160,5891
['Strategy'],2010-06-10,46790.0,3700,0
['Strategy'],2011-04-08,73170.0,63380,0
"['Strategy', 'RPG']",2011-04-11,57655.0,238090,761
"['Action', 'Indie']",2011-04-08,70000.0,4000,7160
['Strategy'],2011-04-11,57730.0,10090,1600
"['Action', 'Adventure']",2011-04-18,620.0,33910,1696
"['Action', 'RPG']",2011-04-12,42918.0,550,198
"['Action', 'Casual', 'Indie', 'Strategy']",2011-04-15,91600.0,223530,0
['Strategy'],2011-04-19,73020.0,34030,4218
['Strategy'],2011-05-26,56482.0,10500,6722
['Strategy'],2011-04-20,56438.0,33930,3389
['Strategy'],2011-05-26,56481.0,219540,1
"['Indie', 'Strategy']",2011-05-26,98200.0,65700,380
['Strategy'],2011-05-26,56480.0,34330,40
"['Adventure', 'Indie', 'RPG']",2011-05-27,72905.0,105450,1222
"['Action', 'Adventure']",2011-05-30,22450.0,22100,0
"['Adventure', 'Casual', 'Indie']",2011-05-31,42140.0,48700,7266
['Simulation'],2011-05-31,47898.0,48720,0
['Simulation'],2011-05-31,73181.0,104900,51
"['Action', 'RPG']",2011-05-31,73031.0,13140,0
"['Action', 'Adventure']",2011-06-01,9992.0,236390,702
['Adventure'],2009-08-10,46490.0,224580,126
['Adventure'],2005-06-06,46480.0,34870,25
['Action'],2011-06-02,42718.0,65790,11
"['Action', 'RPG']",2011-06-20,39160.0,4560,248
['Action'],2011-06-13,57900.0,9340,83
"['Action', 'Free to Play']",2011-06-14,102700.0,20540,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2009-09-01,9880.0,228200,8357
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2011-06-14,99900.0,231430,120
['Strategy'],2011-06-13,22520.0,35450,1354
['Simulation'],2011-06-14,73014.0,242760,1731
['Strategy'],2011-06-14,7530.0,242860,1858
['Indie'],2011-06-15,95700.0,91310,478
['Strategy'],2011-06-15,49470.0,216250,0
"['Indie', 'Casual']",2011-05-20,91810.0,214950,772
"['Action', 'Casual', 'Indie']",2011-06-16,49604.0,218620,15102
"['Strategy', 'Indie']",2011-06-16,98210.0,219640,0
"['Indie', 'Casual']",2011-06-17,97000.0,232210,32
['Strategy'],2011-06-21,46760.0,251570,940
['Strategy'],2011-06-21,46830.0,252490,11959
"['Action', 'RPG']",2011-06-21,73035.0,209160,2638
['Strategy'],2011-06-21,46840.0,209170,2723
['Action'],2011-06-21,21100.0,44350,474
"['Action', 'RPG']",2011-06-21,73037.0,221100,1282
"['Action', 'RPG']",2011-06-21,73036.0,277450,4
['Simulation'],2011-06-22,24635.0,282440,0
"['Action', 'RPG']",2011-06-21,901679.0,304930,2594
['Strategy'],2011-06-23,25810.0,227940,4460
"['Action', 'RPG']",2011-06-24,99100.0,205790,0
['Racing'],2011-06-23,44660.0,221380,589
['Simulation'],2011-06-24,90209.0,730,1210
['Strategy'],2011-06-23,25809.0,12120,52
['Strategy'],2011-06-28,42903.0,12250,0
['Strategy'],2011-06-30,22631.0,298630,146
['Strategy'],2011-06-30,22634.0,107410,445
['Strategy'],2011-06-30,22633.0,300,55
"['Strategy', 'RPG']",2011-07-01,57656.0,20,6
['Strategy'],2011-06-30,22632.0,70,233
"['Adventure', 'Casual']",2011-06-30,94590.0,220,780
['Action'],2011-07-02,35425.0,340,0
['Strategy'],2011-07-18,73192.0,240,90
"['Action', 'Adventure', 'Indie']",2011-07-18,105700.0,4000,1758
"['Action', 'RPG']",2011-07-18,72750.0,6860,758
['Strategy'],2011-07-19,56538.0,12100,81
['Simulation'],2011-07-19,63950.0,12230,0
"['Indie', 'Casual']",2011-07-19,61100.0,15100,1117
['Simulation'],2011-07-19,65228.0,12750,19
['Action'],2011-07-21,55205.0,15700,24
"['Adventure', 'Indie', 'RPG']",2011-07-20,102200.0,12200,924
['Strategy'],2011-07-21,64013.0,22300,65
"['Action', 'Indie']",2011-07-22,15522.0,19000,1095
"['Adventure', 'Strategy', 'RPG', 'Indie']",2011-07-22,63802.0,17390,796
"['Action', 'Indie']",2011-07-22,92302.0,17410,117
['Simulation'],2011-07-22,73183.0,33910,14
['Adventure'],2010-08-24,42210.0,35000,23
"['Action', 'Simulation', 'Strategy']",2011-08-08,65790.0,10180,33
"['Casual', 'Indie']",2011-07-22,92803.0,10190,609
"['Simulation', 'Strategy']",2011-09-01,57690.0,550,4022
['Adventure'],2011-06-28,42220.0,223530,0
['Adventure'],2010-06-29,42230.0,38210,19
"['Indie', 'Casual']",2011-08-10,111000.0,10680,135
['Strategy'],2011-08-10,73193.0,33230,2371
"['Action', 'Indie']",2011-08-11,38740.0,21090,12
['Strategy'],2011-08-11,99612.0,21110,0
['Strategy'],2011-08-11,99614.0,21120,0
['Indie'],2011-08-12,91604.0,24780,196
['Indie'],2011-08-15,70120.0,45740,463
"['Action', 'Indie', 'RPG', 'Strategy']",2011-08-15,107200.0,57300,78
['Action'],2011-08-16,97108.0,50620,392
['Action'],2011-08-16,97106.0,6120,718
['Action'],2011-08-16,97107.0,12210,2676
['Strategy'],2011-08-16,56487.0,12220,1022
"['Action', 'RPG']",2011-09-20,72760.0,40800,104
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2011-08-31,99910.0,47870,771
"['Action', 'Adventure', 'RPG']",2011-08-31,18070.0,47780,23
['Action'],2011-09-05,55150.0,42910,86
['Strategy'],2011-09-08,63940.0,63710,27
"['Action', 'Indie']",2012-07-12,98400.0,70000,61
['Strategy'],2011-09-06,73194.0,48190,1648
"['Action', 'Indie']",2011-09-01,46520.0,620,242
"['Action', 'Indie', 'Racing', 'Strategy']",2011-09-07,22230.0,104200,19
"['Action', 'Massively Multiplayer', 'Simulation']",2011-09-13,35450.0,105600,2230
"['Action', 'Adventure']",2011-09-13,33420.0,20920,422
['Simulation'],2011-09-14,73185.0,57900,248
['Strategy'],2011-09-14,49473.0,48000,273
"['RPG', 'Simulation', 'Strategy']",2011-09-15,73210.0,24240,168
"['Action', 'Indie']",2011-09-15,110600.0,113200,88
['Adventure'],2010-10-19,200080.0,71340,84
['RPG'],2011-09-20,200440.0,201870,1577
"['Action', 'Indie']",2011-09-21,111400.0,72850,2243
['Action'],2011-10-11,57923.0,55230,1127
"['RPG', 'Strategy']",2011-10-13,48220.0,205790,42
['Strategy'],2011-09-28,9420.0,102840,444
"['Action', 'Adventure', 'Indie', 'RPG']",2011-09-28,113200.0,67370,249
['Simulation'],2011-09-29,90208.0,108710,1421
"['Racing', 'Simulation']",2011-09-29,200230.0,110800,1370
['Strategy'],2007-02-20,9350.0,104900,90
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011-09-29,901776.0,214310,142
"['Action', 'Racing']",2011-09-29,201100.0,362410,0
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011-09-29,80202.0,208500,616
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011-09-29,80204.0,50650,2126
['Action'],2011-09-09,34842.0,730,27323
"['Action', 'Simulation']",2011-09-30,95900.0,204300,157
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011-09-29,80207.0,204360,581
"['Action', 'Adventure']",2011-10-11,45770.0,207210,127
"['Action', 'Adventure', 'RPG']",2011-10-11,18080.0,49520,41
['Strategy'],2011-10-11,200670.0,218640,1029
"['Casual', 'Simulation', 'Strategy']",2011-10-12,108210.0,219150,45
['Simulation'],2011-10-13,65231.0,214560,94
"['Adventure', 'Casual', 'RPG']",2011-10-14,115100.0,219640,218
['Simulation'],2011-10-18,47930.0,232210,0
"['Strategy', 'Indie', 'Simulation']",2011-10-17,41816.0,4920,757
"['Action', 'Indie', 'RPG']",2011-10-24,201480.0,223470,739
"['Indie', 'RPG']",2011-10-20,200910.0,208480,5180
"['Casual', 'Indie', 'Strategy']",2011-10-24,200130.0,220240,1631
"['Simulation', 'Strategy']",2011-10-24,201490.0,202970,73
['RPG'],2011-10-24,65610.0,202990,2739
"['Action', 'Indie']",2011-10-24,43190.0,212910,195
"['Action', 'Indie', 'Strategy']",2011-10-25,102622.0,203140,1181
"['Action', 'RPG']",2011-10-25,39270.0,205930,53
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2011-11-02,24200.0,225320,17
['Action'],2011-11-01,55370.0,221640,13
"['Simulation', 'Strategy']",2011-11-03,57696.0,12110,358
['Action'],2011-11-03,71340.0,12240,0
['Adventure'],2011-11-02,202670.0,226700,692
"['Action', 'Indie', 'Strategy']",2011-11-08,102623.0,13140,0
['Action'],2011-11-08,115300.0,38830,3
"['Adventure', 'Strategy']",2011-11-08,110800.0,99900,45
"['Adventure', 'Strategy']",2011-11-08,110810.0,104700,124
['Strategy'],2011-11-09,64016.0,113420,397
"['Action', 'Indie']",2011-11-10,94203.0,200210,52
"['Action', 'Indie']",2011-11-10,94202.0,203290,23
"['Strategy', 'RPG', 'Indie']",2011-11-11,202521.0,230410,810
"['Indie', 'Casual']",2011-11-29,61310.0,231060,1
"['Action', 'RPG']",2011-11-29,73092.0,236390,509
"['Indie', 'Racing']",2011-11-21,91100.0,238070,1
"['Action', 'RPG']",2011-11-29,73091.0,238960,43
['Strategy'],2011-11-30,34345.0,258700,489
['Strategy'],2011-11-30,201272.0,263500,23
"['Action', 'RPG']",2011-11-29,73058.0,39000,5
['Strategy'],2011-11-30,25812.0,39120,0
['Strategy'],2010-06-11,46350.0,218470,0
['Action'],2011-12-01,200880.0,233630,441
['Strategy'],2011-12-02,202200.0,237310,0
['Simulation'],2011-12-01,24083.0,248570,79
"['Action', 'Free to Play', 'Massively Multiplayer']",2011-12-06,113400.0,250600,22
"['Adventure', 'Indie']",2012-01-13,80340.0,251670,0
['Action'],2011-12-01,200870.0,265630,153
['Strategy'],2011-12-12,64017.0,286100,58
['Action'],2011-12-07,35429.0,42160,848
['Racing'],2011-12-13,201510.0,202090,51
['Action'],2011-12-13,201877.0,224260,103
"['Action', 'RPG', 'Indie']",2011-12-13,203700.0,239220,555
"['Simulation', 'Strategy']",2011-12-14,57695.0,241640,78
['Action'],2011-12-14,23530.0,253710,204
['Strategy'],2011-12-14,49475.0,225260,740
['Action'],2011-12-15,55344.0,203160,976
['Action'],2011-12-15,55341.0,65790,564
"['Casual', 'Indie', 'RPG']",2011-12-14,98820.0,233410,7
['Action'],2011-12-15,55340.0,232770,75
['Strategy'],2011-12-15,49337.0,233720,1367
['Action'],2011-12-15,55343.0,216250,256
"['Action', 'Casual', 'Indie', 'Strategy']",2011-12-15,91616.0,204450,177
"['Action', 'Simulation']",2011-12-15,201310.0,222730,104
"['Action', 'Adventure', 'Indie']",2013-06-06,35720.0,242760,806
"['Action', 'RPG', 'Indie']",2011-12-15,204381.0,224060,1401
"['Action', 'Indie']",2011-12-16,204010.0,237110,114
"['Action', 'Indie']",2011-12-19,111403.0,6880,21
"['Action', 'Indie']",2011-12-16,203990.0,8190,346
"['Action', 'Adventure', 'RPG']",2011-12-19,204030.0,207140,3625
['Action'],2011-12-19,200620.0,368730,0
"['Casual', 'Strategy']",2011-12-19,202452.0,225080,474
"['Action', 'RPG', 'Indie']",2011-12-20,204380.0,218620,14365
['Action'],2011-12-20,55395.0,209000,3769
['Action'],2011-12-19,200610.0,239820,230
['Action'],2011-12-20,55471.0,238320,740
['Action'],2011-12-20,55473.0,226960,0
['Action'],2011-12-20,55472.0,206420,2135
['Action'],2011-12-20,55470.0,252490,933
['Action'],2011-12-20,55347.0,252950,2751
['Action'],2011-12-20,23553.0,253430,21
['Action'],2011-12-20,23552.0,253530,0
['Action'],2011-12-20,23551.0,241540,1022
['Action'],2011-12-21,200890.0,249130,1009
['Action'],2011-12-21,200860.0,234670,1060
['Action'],2011-12-20,23550.0,242050,4621
"['Indie', 'Strategy']",2012-01-25,200390.0,257710,44
['Simulation'],2012-01-26,65244.0,257750,86
"['RPG', 'Strategy']",2012-01-27,24480.0,235800,100
"['Strategy', 'RPG']",2012-01-27,24488.0,221910,83
"['Action', 'Indie']",2005-10-11,204340.0,261030,515
"['Action', 'Indie', 'RPG']",2012-01-30,203510.0,261570,46
"['Free to Play', 'Massively Multiplayer', 'RPG']",2010-02-02,9900.0,242700,702
"['Action', 'RPG', 'Indie']",2012-01-31,204386.0,264710,403
"['Action', 'RPG', 'Indie']",2012-01-31,204385.0,265210,46
"['RPG', 'Simulation', 'Strategy']",2012-02-08,57740.0,205350,502
"['Action', 'Indie']",2012-02-02,204390.0,265930,151
['Strategy'],2012-02-02,42968.0,211820,872
"['Action', 'Casual', 'Indie']",2012-02-02,105800.0,367540,0
"['Casual', 'Indie']",2012-02-02,105802.0,268750,374
"['Casual', 'Indie', 'Racing']",2012-02-03,111100.0,273110,28
"['Action', 'Casual', 'Indie']",2012-02-03,203210.0,274190,479
['Action'],2012-02-06,45773.0,222880,590
['Action'],2012-02-06,45774.0,239160,469
"['Action', 'Indie']",2012-02-14,205160.0,282440,0
"['RPG', 'Simulation', 'Strategy']",2012-02-14,203770.0,285900,25
['Strategy'],2012-02-14,203772.0,293560,1
['Strategy'],2012-02-14,203773.0,295110,704
"['Action', 'Indie']",2012-02-15,92620.0,362300,14
"['Action', 'Indie']",2012-02-14,205120.0,433850,0
"['Action', 'Adventure']",2012-02-16,108710.0,439700,0
['Simulation'],2010-05-05,24065.0,295790,129
"['Action', 'RPG']",2012-02-16,73039.0,222900,41
['Action'],2011-12-21,10220.0,296470,367
"['RPG', 'Simulation']",2012-02-16,108110.0,35450,21
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012-02-20,200210.0,238460,1055
['Strategy'],2012-02-20,42905.0,292120,152
['Action'],2012-02-21,55381.0,301520,135
"['Adventure', 'Casual']",2012-02-22,204440.0,302830,0
"['Adventure', 'Indie']",2012-02-22,205690.0,243470,933
"['Action', 'Adventure']",2012-02-28,201882.0,304050,1942
"['Action', 'Adventure']",2012-03-29,207490.0,304930,623
['Action'],2012-02-29,206760.0,238090,187
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2012-02-29,206521.0,307290,29
['Simulation'],2012-03-01,65249.0,270570,121
['Simulation'],2012-02-29,206710.0,227700,75
"['Action', 'Indie', 'Strategy']",2012-03-01,108500.0,310370,7
"['Casual', 'Indie', 'Strategy']",2012-03-01,206690.0,9900,996
"['Action', 'Indie', 'Casual']",2012-03-01,205830.0,312530,7603
"['Action', 'Adventure']",2012-03-02,108726.0,244630,3
['Simulation'],2012-03-06,47932.0,312990,0
"['Adventure', 'Indie']",2012-03-06,115110.0,268420,817
"['Casual', 'Indie']",2012-03-02,203560.0,227940,84
['Simulation'],2012-03-08,65246.0,315640,5
['Simulation'],2012-03-08,65253.0,317360,0
"['Action', 'Adventure', 'Indie']",2012-03-14,207420.0,317400,0
['Strategy'],2012-03-14,73060.0,317470,0
['Simulation'],2012-03-08,207790.0,226320,695
"['Casual', 'Indie', 'Strategy']",2012-03-15,207710.0,265650,4
"['Action', 'RPG', 'Indie']",2012-03-15,204388.0,319510,81
"['Strategy', 'RPG', 'Indie']",2012-03-15,204382.0,321400,0
"['Indie', 'Strategy']",2012-03-16,207250.0,45760,82
"['Adventure', 'Casual']",2012-03-16,208110.0,323370,57
"['Strategy', 'RPG', 'Indie']",2012-03-16,208540.0,302510,839
"['Action', 'Indie', 'Casual']",2012-03-16,19320.0,214490,99
"['Action', 'Adventure', 'RPG']",2012-03-19,207320.0,241930,1103
['Simulation'],2012-03-20,65733.0,238590,0
"['Adventure', 'Indie', 'Strategy']",2012-03-20,204180.0,223650,90
['Action'],2012-03-20,55382.0,330840,1694
"['Action', 'Indie']",2012-03-21,110630.0,17570,0
"['Action', 'Adventure', 'Indie']",2012-03-21,102850.0,274940,671
"['Action', 'RPG']",2012-03-20,102510.0,241560,516
['Strategy'],2012-03-22,201271.0,332070,48
['Adventure'],2012-03-22,205840.0,332310,457
"['Action', 'Indie']",2012-03-21,109500.0,323470,5162
"['Casual', 'Strategy']",2012-03-23,206416.0,282070,128
"['Adventure', 'Casual']",2012-03-28,208630.0,215470,318
"['Adventure', 'Casual']",2012-03-28,208640.0,333930,3
"['Simulation', 'Strategy']",2012-03-29,205630.0,335240,399
"['Casual', 'Indie']",2012-03-29,206610.0,335330,21
['Simulation'],2012-03-29,65252.0,336670,0
"['Strategy', 'RPG', 'Indie']",2012-03-29,208541.0,338180,0
['Racing'],2012-03-29,202310.0,340460,1
"['Indie', 'Strategy']",2012-03-30,202690.0,12120,939
"['Action', 'RPG', 'Strategy']",2012-04-04,204560.0,12250,0
['Simulation'],2012-04-05,65255.0,271590,10428
"['Casual', 'Indie', 'RPG']",2012-04-05,207430.0,346110,142
"['Strategy', 'RPG', 'Indie']",2012-04-05,202524.0,407530,0
['Indie'],2012-04-06,213530.0,346120,0
"['Indie', 'Casual']",2012-04-06,213390.0,346900,31
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014-05-20,280720.0,351800,1
['Action'],2012-04-09,202370.0,354200,0
"['Strategy', 'Simulation']",2012-04-19,206881.0,354380,492
['RPG'],2012-04-26,40390.0,351640,0
"['Action', 'Strategy', 'RPG', 'Indie']",2012-04-26,204383.0,255710,347
"['Action', 'Adventure']",2012-04-27,40392.0,409720,0
['Action'],2012-04-27,203750.0,359050,8
['Indie'],2012-04-27,209370.0,360760,0
"['Action', 'Casual', 'Simulation', 'Strategy']",2012-04-27,98300.0,361630,0
['Strategy'],2012-05-01,201277.0,361700,0
['Action'],2012-05-01,55397.0,361710,0
['Action'],2012-05-02,211206.0,361750,0
"['Action', 'Strategy', 'Indie', 'Casual']",2012-05-03,91609.0,361780,0
['Simulation'],2012-05-03,65258.0,495460,0
"['Casual', 'Indie', 'Strategy']",2012-05-24,108232.0,363970,0
['Simulation'],2012-05-15,206714.0,240460,681
"['RPG', 'Simulation', 'Strategy']",2012-05-15,203344.0,368990,0
"['Action', 'Indie']",2010-04-28,41014.0,329050,71
"['Action', 'Indie']",2012-05-15,41019.0,322330,204
['Adventure'],2012-05-16,210230.0,372000,89
"['Casual', 'Indie']",2012-05-16,211800.0,292030,2864
['Simulation'],2012-05-17,65256.0,373680,68
['Simulation'],2012-05-17,65218.0,373700,27
['Action'],2012-05-18,209100.0,380600,0
"['Action', 'Indie', 'RPG']",2012-05-18,211010.0,386940,366
"['Indie', 'Simulation', 'Strategy']",2012-05-17,205530.0,291550,394
['Simulation'],2012-05-18,90207.0,389570,35
"['Casual', 'Indie', 'Strategy']",2012-05-24,108230.0,391540,998
"['Casual', 'Indie', 'Strategy']",2012-05-24,108200.0,395520,0
